row_id,content,theme,sentiment_word,sentiment_anls,
8602,不好，很不满意，物流好慢。而且笔感觉也一般。,NULL;NULL;NULL;物流;感觉;,不好;不满意;慢;好;一般;,-1;-1;-1;1;0;,
8603,感觉还不错,感觉;,不错;,1;,
8604,用了几天才来评价的，手机真的好棒第一次用魅族手机给我留下了很好的印象，店家送了好多礼品，很开心的一次购物。,手机;手机;购物;,很好;棒;开心;,1;1;1;,
8605,不错 挺好的挺好的挺好的,NULL;NULL;,不错;挺好;,1;1;,
8606,电视挺好的画面清晰同城送货很快，安装师傅到位也快服务野很周全，电视还是长虹老品牌的好，值得购买,购买;服务;电视;安装师傅;老品牌;画面;送货;,值得;快;挺好;到位;好;清晰;很快;,1;1;1;1;1;1;1;,
8607,还不错的，自己黑头 比较多，毛孔也比较大哈，刚好合适,NULL;NULL;NULL;,刚好;合适;不错;,1;1;1;,
8608,味道还不错，只是头发依然干,头发;味道;,干;不错;,-1;1;,
8609,同事羡慕啊！要集体换雨刮了，我们公司人不多，车多，几乎人手一辆，有百来辆吧,公司;,不多;,0;,
8610,一个字烂  很烂,字;NULL;,烂;很烂;,-1;-1;,
8611,不错，变频的，相信扬子的质量。,NULL;,不错;,1;,
8612,东西特棒，在东北外面都特暖和，还防滑！！五星没得说,NULL;外面;NULL;东西;,没得说;暖和;五星;棒;,1;1;1;1;,
8613,不错，价格实惠，功能也很齐全。,功能;NULL;价格;,很齐;不错;实惠;,1;1;1;,
8614,看你家是西单图书大厦才在你家买书，还是不靠谱，新书上有水渍印记,NULL;,不靠谱;,-1;,
8615,本来以为是一大盒 结果送来才发现。。。不过效果倒还好,效果;,还好;,1;,
8616,今天收到货，孩子 很高兴，描述的一样， 服务态度很好 ，发货很快，物流很 给力,NULL;发货;NULL;服务态度;,很高;很快;给力;很好;,1;1;1;1;,
8617,不好&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,NULL;,不好;,-1;,
8618,失望！第一次京东买大件！还是帮朋友买的。回来后箱子很旧，还有破损。看着就像货底子，想问问哪年生产的。怎么问商家就是支支吾吾不告诉什么时间生产的。大家自己看吧！失望透顶，我感觉不是06产的就是12产的。郁闷。以后再也不帮别人买东西了。,NULL;箱子;NULL;NULL;,郁闷;很旧;失望;失望透顶;,-1;-1;-1;-1;,
8619,还没用，应该还不错的。。,NULL;,不错;,1;,
8620,电池易松动,电池;,松动;,-1;,
8621,不错，是正品（打开手机盒一股正品味道）手机屏幕清晰，反应快，声音大。看电影爽。,NULL;NULL;屏幕;反应;NULL;手机;,爽;正品;清晰;快;不错;正品;,1;1;1;1;1;1;,
8622,跟我想象中完全不一样，掉色很严重，差，差，差，,NULL;掉色;,差;严重;,-1;-1;,
8623,防晒效果只能说一般般&hellip;&hellip;,防晒效果;,一般般;,0;,
8624,看他画的支架的长度是很长的，但是买回来发现这个线的长度确实有点捉急。好像手臂的长度都比这个长，感觉还是用手比较合适！所以，如果你想在办工桌上看电影的话，可以购买（感觉质量还可以）。但是你想躺在床上看电影这个长度就算了吧,质量;长度;NULL;手;长度;,还可以;很长;可以;合适;长;,1;1;1;1;1;,
8625,东西很差，收到以后马上查看，发现与图片描不一致，超级不喜欢，卖家发货速度很慢，，服务不到位，不给老板点个赞，下次不会来购买....,NULL;速度;老板;东西;,不喜欢;很慢;赞;很差;,-1;-1;1;-1;,
8626,一般吧，不好不坏，，，，，，,NULL;NULL;,一般;不好不坏;,0;0;,
8627,物流有点慢,物流;,慢;,-1;,
8628,挺保湿的，不错，很喜欢啊,NULL;NULL;,不错;喜欢;,1;1;,
8629,还没用，包装不错，不知效果怎么样，,包装;,不错;,1;,
8630,太差劲了！质量有问题，手把表面的金色面板右下角会跷起。<br/>寄回去换新的，结果没有换新的，把一样的东西再送回来，今天发现问题又发生了！<br/>气死了，好差劲的质量和售服，还让我多花了运费,NULL;质量;质量;NULL;,太差;有问题;差劲;好;,-1;-1;-1;1;,
8631,不好，，,NULL;,不好;,-1;,
8632,电池真的耐用。屏幕发红，整体质量和价格相比还算可以。,电池;价格;,耐用;可以;,1;1;,
8633,垃圾，寄过来瓶子连包装都没有，塑料瓶外面脏兮兮的，怎么看都像是旧的，跟垃圾桶捡回来的一样，,外面;NULL;NULL;,脏兮兮;垃圾;旧;,-1;-1;-1;,
8634,味道不蛮好',味道;,不蛮好;,-1;,
8635,尺寸太小，软膜刚好,软膜;,刚好;,1;,
8636,挺好的，买电子产品还得苏宁易购。,NULL;,挺好;,1;,
8637,还不错，就是学得还行,NULL;NULL;,不错;还行;,1;1;,
8638,还行。。。,NULL;,还行;,1;,
8639,耳机太次。带上一会儿 耳朵就会疼。游戏音效 特别不好<br/>,耳机;NULL;耳朵;,次;不好;疼;,-1;-1;-1;,
8640,你都没给我，我评论干啥。,评论;,干;,-1;,
8641,很实用，又买了一个送人,NULL;,实用;,1;,
8642,收到了宝宝穿的刚合适只不过送快慢了点,NULL;,合适;,1;,
8643,气味不错，涂上唇膏后终于不再失水脱皮,气味;唇膏;,不错;不再脱皮;,1;1;,
8644,挺好的，好评，加了十块发顺丰，贼快！！！,NULL;NULL;NULL;,快;挺好;好评;,1;1;1;,
8645,。。。。。。。。。。。一个字，差,NULL;,差;,-1;,
8646,东西老不咋滴了，刚带一天就掉色了，能不买就别买了,东西;,不咋滴;,-1;,
8647,感觉不值这个钱，材质做工这么个样子真的很不喜欢,样子;感觉;,不喜欢;不值;,-1;-1;,
8648,闻着这气味就受不了，硬给老公给压缩面膜给用了一次，他也没说怎么样.....,气味;面膜;,受不了;硬;,-1;-1;,
8649,喝着不咋好喝,NULL;,不咋好;,-1;,
8650,是不是真的不会看，做工还算满意。,做工;,满意;,1;,
8651,洗发水基本上没有香味；洗完后的效果不怎么好，头皮容易发痒,效果;头皮;NULL;,不怎么好;容易;发痒;,-1;1;-1;,
8652,这款面膜基本没效果，要美白没美白，要保湿没保湿。不推荐购买。,NULL;,不推荐购买;,-1;,
8653,很满意，没想到这个价钱可以买到这么大的洗衣机，用过一次才来评价的，衣服洗的挺干净的，安装人员也特别快，刚预约完就打电话给我了,安装人员;洗;价钱;NULL;,快;挺干;可以;满意;,1;-1;1;1;,
8654,卖家送的，很给力～～～,NULL;,给力;,1;,
8655,还可以，，，,NULL;,还可以;,1;,
8656,脚上有老茧，洗脚之后涂上一个星期老茧几乎就没有了，日常生活备一瓶还是很有用的。,NULL;,有用;,1;,
8657,在网上收了各种辨别真伪的方法，还是不知道，和淘宝上买的味道差很大，不过觉得淘宝的应该是假的，太香；这个刚打开闻总觉得是什么坏掉的味道，不过用了一阵闻，觉得是淡淡的玫瑰香了，所以还是不知道真假，不过还可以吧，就用来当爽肤水，或者泡个纸面膜，没觉得特别不好或特别好,NULL;觉得;NULL;觉得;觉得;NULL;NULL;味道;觉得;,很大;淡淡的;香;坏掉;不好;还可以;好;差;假;,1;1;1;-1;-1;1;1;-1;-1;,
8658,很合脚，穿上很舒服，外观也大气，很不错。,外观;NULL;穿上;NULL;,大气;合脚;舒服;不错;,1;1;1;1;,
8659,是用最小的那种卡，还送个剪卡器和蓝牙小音箱。希望是我心水的好机子。,NULL;机子;,卡;好;,-1;1;,
8660,试用了几天，效果好也够用了，比门店要便宜1000，第一次京东买东西，快递员也给力一人背进来的，给你们点赞,NULL;NULL;NULL;效果;,够用;便宜;点赞;好;,1;1;1;1;,
8661,还不错吧  毕竟这个价格  也不能要求太高,要求;NULL;,太高;不错;,-1;1;,
8662,还行吧，锁质量一般,NULL;质量;,还行;一般;,1;0;,
8663,2月买的，6月过期，确实有的太差劲了，不到4个月就过期了,NULL;NULL;,过期;太差;,-1;-1;,
8664,之前买过一个，用着不错又给目前买了一个，支持一下,用着;,不错;,1;,
8665,不错，没有瑕疵物流业蛮快的,NULL;NULL;NULL;,蛮快;不错;没有瑕疵;,1;1;1;,
8666,给婆子妈买的，拿到手老公用了下，很好，想象中好特别多。确实满意，这个价格的手机。很好,NULL;NULL;NULL;,很好;好;满意;,1;1;1;,
8667,钢化膜尺寸与实际不一样！小的厉害  内屏都覆盖不了！  前置摄像头孔洞位置偏差太大！ 差评  真的很差！  不建议再买！,位置;NULL;NULL;NULL;,差太大;差评;厉害;很差;,-1;-1;1;-1;,
8668,买的，表面看上去一般，期待好用,看上去;NULL;,一般;好用;,0;1;,
8669,[追评]发货很快，物理服务上门，客服服务一流,客服服务;发货;,一流;很快;,1;1;,
8670,用了之后 跟之前的不同 之前用的很舒服 可是这次却感觉跟上次很大区别 味道闻起来也怪怪的 给我个回复吧,感觉;NULL;区别;味道;,次;舒服;很大;怪怪的;,-1;1;1;-1;,
8671,这次一次性买了好多东西，箱子打开时发现每样东西表面都有一层细灰，便用纸巾擦到最后发现原来是糖粉的包装袋破了，本来想退货的无奈还是算了不想麻烦只能拿个盒子把糖全倒出来。,包装袋;盒子;退货;,破;不想麻烦;无奈;,-1;1;-1;,
8672,物流很快，就是吹风机有点小,物流;,很快;,1;,
8673,电视清晰，给力。,电视;NULL;,清晰;给力;,1;1;,
8674,感觉酒纯，度数高，还可以。,度数;NULL;,高;还可以;,1;1;,
8675,相当不错，电子产品只信京东！,NULL;,不错;,1;,
8676,是华为正品，运行速度快，滑动顺畅，屏幕显示效果非常的好，卖家态度好，物流也快，物美价廉，真是一次满意购买。[追评],滑动;NULL;购买;华为;运行速度;物流;显示效果;卖家态度;,顺畅;物美价廉;满意;正品;快;快;好;好;,1;1;1;1;1;1;1;1;,
8677,耳机是送的商品，还是蛮好用的。,NULL;,蛮好;,1;,
8678,乐视手机就是好用，价格实在，京东买了三部都挻好用。商家服务好，发货也快，就是送的配套没有送，快递小哥态度有点差。,服务;发货;乐视手机;京东;态度;,好;快;好用;好用;差;,1;1;1;1;-1;,
8679,拿来少一颗螺丝，且很脏，像是用过的,NULL;,很脏;,-1;,
8680,机子的开关按钮刚打开的时候发现上面有一点掉漆，不太仔细看看不出来，机子的运转速度挺快的，希望以后用的一直会很好,NULL;速度;NULL;,仔细;挺快;很好;,1;1;1;,
8681,速度太慢，质量到是瞒好，我宝宝很喜欢，希望下次购买速度快点,速度;NULL;质量;,慢;喜欢;好;,-1;1;1;,
8682,很差，不但挡信号还有划痕,NULL;,很差;,-1;,
8683,没啥太大作用 不过查了一下防伪 是正品 一直觉得有点贵,NULL;觉得;,正品;贵;,1;-1;,
8684," 质量非常好，与卖家描述的完全一致，非常满意, 到货速度非常快，商品完好无损，派件员态度很好.[追评]",态度;商品;到货速度;质量;NULL;,很好;完好无损;快;好;满意;,1;1;1;1;1;,
8685,喜欢这个颜色，低调又不失妩媚。很合适我，价格也很实惠，真是赚到了,NULL;价格;颜色;NULL;,合适;实惠;喜欢;低调;,1;1;1;0;,
8686,宝宝挺喜欢的,NULL;,喜欢;,1;,
8687,真是的不咋地  就是图个便宜,图;NULL;,便宜;不咋地;,1;-1;,
8688,.手机不错，支持国货，不错，物流很快！,手机;NULL;物流;,不错;不错;很快;,1;1;1;,
8689,第一次染发，也挑了好一会儿，最后选择了这款，事实证明是正确的。首先说颜色，刚染的时候更像是黑色的，但是洗几次之后颜色会略有褪色，但决不严重，从染发到现在有1.5个月的时间，颜色略显棕红，但不夸张。买来主要是想遮白发，现在染过的部分依然看不见白色，且是自己染的，没有到发廊，就是按照说明上的步骤来的，整个过程很容易，没有异味，但是有种类似香气的味道。另外，对于男生来说，估计半瓶就够，这一瓶应该够女生中发使用的。总之，效果不错。,NULL;效果;NULL;过程;NULL;NULL;NULL;,看不见;不错;不夸张;容易;好;正确;严重;,-1;1;1;1;1;1;-1;,
8690,可以，质量不错,质量;NULL;,不错;可以;,1;1;,
8691,太失望了，纸卷极其的小，4包抵不上超市的12卷的1包，还是走的邮政小包，速度太慢。最糟糕的一次京东网购。,速度;京东;NULL;,慢;糟糕;失望;,-1;-1;-1;,
8692,不行！后盖都磨花了,NULL;,不行;,-1;,
8693,老品牌，值得信赖，家里的康佳用了四五年没出过问题，新房入住还是选择康佳，发货速度快，物流给力，通电测试没有问题，希望经得住考验,通电;NULL;物流;NULL;发货速度;,没有问题;信赖;给力;值得;快;,1;1;1;1;1;,
8694,刚刚开始涂的时候好像有一些效果，但是过了几天就没有作用了，对大红的疙瘩也不起作用。所以现在在考虑可能是换季导致的皮肤自动修复而不是产品起的作用。总体来说没有太大作用。不推荐。,NULL;NULL;,不推荐;疙瘩;,-1;-1;,
8695,不错，老爸很喜欢，系统挺流畅的,系统;NULL;NULL;,流畅;不错;喜欢;,1;1;1;,
8696,老客户了，陆陆续续的快集齐他们家全部的彩妆产品了,彩妆;,快;,1;,
8697,转子很卡，慢档不能启动。懒得退换了,转子;启动;,很卡;慢;,-1;-1;,
8698,还可以吧，后来我在外面又买了一支送朋友，和卓越这个比起来差不多，就是贵了一块钱。以后还是在卓越买算了，送货也快，也免了去外面的麻烦。,NULL;送货;外面;NULL;NULL;NULL;,卓越;快;麻烦;差不多;还可以;贵;,1;1;-1;0;1;-1;,
8699,中间是空的有点丑对不起这个价钱，而且粘底坐的太小了,价钱;,丑;,-1;,
8700,给女儿外公买的，托人接的货，东西还没看到送货小哥很周到。一只很支持小米，所以买小米电视！只是小米售后服务不成熟，买个电视得出钱安装，调试！希望小米完善售后服务。,小米;送货小哥;售后服务;,完善;周到;不成熟;,1;1;-1;,
8701,21号下单，当时提示是有货，结果还必须拆单一周内才能收到货，这速度也是醉了，问客服拆单什么时候能到，回复我是可以查看订单信息，说好的次日达呢？？？,结果;回复;,单一;可以;,-1;1;,
8702,挺好的，跟想象一样，京东蛮可以啊啊啊,NULL;京东;,挺好;可以;,1;1;,
8703,太甜了。。寄过来的时候罐子都压扁了,NULL;,太甜;,-1;,
8704,买3张有一张是坏的，看包装不是物流挤压，而是发货就是坏的,NULL;发货;,坏;坏;,-1;-1;,
8705,这个就一般了 便宜嘛 呵呵,NULL;NULL;,便宜;一般;,1;0;,
8706,购买后价格狂降，差评。,NULL;,差评;,-1;,
8707,包包还不错，就是商家忘记给发票了，很不开心。,包包;NULL;,不错;不开心;,1;-1;,
8708,不错，就是查到车上会晃。不知道是不是我的车的问题,NULL;,不错;,1;,
8709,包装太烂 一看就是退货,包装;,烂;,-1;,
8710,不知道为什么这么脏，真心不开心！而且把我要洗的黑色衣服粘满了白色的东西！非诚不满意,NULL;NULL;NULL;,非不满意;不开心;脏;,1;-1;-1;,
8711,还没用，看样子不错，给个好评,NULL;NULL;,不错;好评;,1;1;,
8712,松下客服我一颗星都不想给的，，送货不及时找客服全程和我扯蛋，空调是挺好的，安装师傅我也给满分,客服;送货;空调;安装师傅;,扯蛋;不及时;挺好;满分;,-1;-1;1;1;,
8713,简单，耐用，小巧,NULL;NULL;NULL;,小巧;耐用;简单;,1;1;1;,
8714,线上购买，实体付款，安装师傅也很辛苦，大热天滴！正在测试空调中……,安装师傅;,辛苦;,1;,
8715,颜色不符,颜色;,不符;,-1;,
8716,***购买的空调都没有另外加收高空作业费，只有苏宁要，这个让人感觉不舒服,空调;感觉;,没有费;不舒服;,1;-1;,
8717,到货是很快，但是明明优惠的配送费，最后还是收了。不喜欢这个产品一打开就直接使用，感觉很不好，总有被用过的感觉。。还是有塑封的比较安心一点。。用了一次，感觉挺水润的,到货;感觉;塑封;产品;感觉;感觉;,很快;不好;安心;不喜欢;被用过;水润;,1;-1;1;-1;-1;1;,
8718,牌子不错到中国后质量就不敢恭维,质量;牌子;,不敢恭维;不错;,-1;1;,
8719,很小的包装盒子，带一个小毛巾，我得前挡风老是容易起雾，希望这个能帮我解决问题,包装;起雾;,很小;容易;,1;1;,
8720,颜色一点都不好,颜色;,不好;,-1;,
8721,根本不是原装进口啊，跟日本原装丝蓓绮差远了。泡沫那个多啊，都洗不净。早上洗的头，到晚上就痒的不行，还好多头皮屑，叫人怎么用！要买的朋友，考虑好！,NULL;头皮屑;NULL;原装;NULL;,痒;还好;不行;差远了;好;,-1;1;-1;-1;1;,
8722, 不错 我很喜欢,NULL;NULL;,不错;喜欢;,1;1;,
8723,京东你欠我一个解释本来想在官网买得，想到运输速度就选择你们了，谁知道是南京八月份的机子，那批机子wifi信号统一比较差屏幕也发黄，这是官网监测的销售时间，我想问问我是几号下的单，怎么还是会提前预测到我购买呢？？？,信号;屏幕;,差;发黄;,-1;-1;,
8724,有点太厚了，穿上感觉都走不动路了。但客服推荐我穿XL还是对的。,NULL;客服;,厚;推荐;,0;1;,
8725,不是很满意啊！！放大声就有点沙,NULL;,不是满意;,-1;,
8726,鞋子很漂亮，就是不记得看码数，偏大半码的,鞋子;NULL;,漂亮;偏大;,1;-1;,
8727,不错，快递很给力，手机用着挺好。,快递;NULL;用着;,给力;不错;挺好;,1;1;1;,
8728,感觉不错，挺清爽,感觉;NULL;,不错;清爽;,1;1;,
8729,我可以说是骗人的吗，东西太坑了,NULL;东西;,可以;坑;,1;-1;,
8730,真的好垃圾的东西。就是一个2手的，送女朋友都拿不出手,东西;,垃圾;,-1;,
8731,[追评]空调很好，如描述的一样，非常给力，很满意。,空调;NULL;NULL;,很好;给力;满意;,1;1;1;,
8732,不满意，太失望,NULL;NULL;,不满意;失望;,-1;-1;,
8733,很一般吧！买了好多产品，最满意的是獐子岛的粉丝扇贝、炸鳕鱼块和蝴蝶虾，非常方便美味!强烈推荐!另外说一句，三星手机是乐色中的乐色!千万别碰丧门星的产品!,NULL;虾;NULL;NULL;,一般;满意;美味;方便;,0;1;1;1;,
8734,第二次购买了物有所值好,购买;NULL;,物有所值;好;,1;1;,
8735,货真价实，真的很漂亮的轮滑鞋，宝贝收到，非常喜欢。,轮滑鞋;NULL;NULL;,漂亮;货真价实;喜欢;,1;1;1;,
8736,感觉不像是真的，，，，，，，，，，，，不好用,NULL;,不好用;,-1;,
8737,挺好的，就是自拍的时候会出现蓝条,NULL;,挺好;,1;,
8738,卖家很热心，物品质量不错，买一送一真心划算，业界良心,质量;NULL;NULL;卖家;,不错;良心;划算;热心;,1;1;1;1;,
8739,不错，千元手机能有这个配置很好了。,NULL;配置;,不错;很好;,1;1;,
8740,少了一件     颜色也不对   不过挺好看的,颜色;NULL;,不对;挺好;,-1;1;,
8741,很满意，价钱不贵，国产电视海信最好,海信;价钱;NULL;,最好;不贵;满意;,1;1;1;,
8742,受损干枯毛糙发质，不如迪彩好用,发质;NULL;NULL;,毛糙;干枯;不如好用;,-1;-1;-1;,
8743,太硬，色差大，感觉很旧！差评！,NULL;NULL;感觉;,硬;差评;很旧;,-1;-1;-1;,
8744,冷藏空间大，实用，送货上门,NULL;,实用;,1;,
8745,没有立式风扇实用。,风扇;,实用;,1;,
8746,还行，老人家用，没什么要求！！,NULL;,还行;,1;,
8747,做工还行，质量可以，喷漆喷的一般，有漏青的地方,质量;喷漆;做工;NULL;,可以;一般;还行;漏;,1;0;1;-1;,
8748,非常实惠好用。,NULL;,实惠好用;,1;,
8749,质量一般般，一分钱一分货，失望,质量;NULL;,一般般;失望;,0;-1;,
8750,试用了3天，非常棒，第一次下单忘了使用优惠劵，80块呢，宝贝已发货，店家二话没说让我退货重拍，这样重信用的店家也是没谁了，一如既往的支持，一直都在三际家买手机，必须强推。话说我真不是托，王珞丹，大S服务热情！！加分哦！！,服务;NULL;信用;,热情;棒;重;,1;1;-1;,
8751,非常差，不贴合。贴在逍客侧门，看了一场电影，回来掉地上了,NULL;NULL;,不贴合;差;,-1;-1;,
8752,用了两天后（两天跟其他时间的差别就是用了这个面膜），整张脸又红又肿又痒又粗糙，医生诊断为过敏，之前也用过这个面膜，没有任何问题，估计是假货。 这已经是第二次在卓越上买到过敏的护肤品了，之前是2013年1月1号买的“文特化妆品”CLINIQUE倩碧润肤乳，用了之后也是过敏非常严重，吃了一周药才恢复，打电话投诉，卖家直接说，我们的产品是没问题的。,NULL;NULL;NULL;NULL;NULL;护肤品;NULL;NULL;,痒;假货;肿;卓越;过敏;过敏;粗糙;严重;,-1;-1;-1;1;-1;-1;-1;-1;,
8753,物流实在让人着急，影响心情,物流;,着急;,-1;,
8754,很满意，的确真品，京东自营，还是值得信赖,NULL;NULL;NULL;NULL;,真品;信赖;值得;满意;,1;1;1;1;,
8755,刺激性很强，酒精味很重，用的时候直流泪,酒精味;刺激性;,很重;很强;,-1;1;,
8756,根本就没有蒸宝可送，说是限量，但是我6月18号当天就拍了，根本就没捞着，我觉得他这个就是打折的时候根本就不送蒸宝，很不值，买后悔了，也没便宜多少，还没有蒸宝,NULL;NULL;NULL;,不值;后悔;没便宜;,-1;-1;-1;,
8757,我老爸200斤左右，坐垫的那个弹簧好像有点承受不住,弹簧;,承受不住;,-1;,
8758,#疾速性能##疾速双摄#这个价格，该有的都有了，第三个魅族千元机，都很满意，没出过问题，会一直支持魅族的。,NULL;,满意;,1;,
8759,小心这家是黑店,NULL;,黑店;,-1;,
8760,第一次买了一个，感觉还行，就又买了3个送朋友，购买时说买二送一，但得先付三个的钱，货到后就退钱，可货到了退钱时，却不承认了，不给退钱，说他们没参加。如果没参见我怎么会看到此活动呢？当时还有工作人员电话确定了的。实在搞不懂，有被骗之感。更可笑的是;当反应情况时，还要求我都给5分好评，可以给我补*。简直无语，*钱我不要了，也要告诉大家，没有诚信，够买了出问题是闹心的事，请三思购买！,感觉;NULL;问题;NULL;要求;NULL;NULL;NULL;,还行;可笑;闹心;没有诚信;好评;无语;可以;被骗;,1;-1;-1;-1;1;-1;1;-1;,
8761,后视不好，接口不好，瞎掰,接口;NULL;后视;,不好;瞎掰;不好;,-1;-1;-1;,
8762,不好<br/><br/><br/>不好,NULL;,不好;,-1;,
8763,一般般吧！毕竟价钱也不贵,价钱;NULL;,不贵;一般般;,1;0;,
8764,香水容量不大，可以用作试香瓶,瓶;NULL;,香;可以;,1;1;,
8765,贴到一半就裂了，唉，还没用呢,NULL;,裂;,-1;,
8766,没用 不易干 干了就起白皮,NULL;NULL;,不易干;干;,-1;-1;,
8767,不满意，怎么现在还没到，已经半个月了,NULL;,不满意;,-1;,
8768,"是一次不愉快的购物,卖方与安装方没有协调好,总之就不给5分了.",购物;安装;NULL;,不愉快;没有协调;好;,-1;-1;1;,
8769,物流速度快，货品是正品，好评赞,NULL;货品;物流速度;NULL;,赞;正品;快;好评;,1;1;1;1;,
8770,很流畅，不错不错！小米小米,NULL;NULL;,流畅;不错;,1;1;,
8771,料子很薄，5值这个价格，不建议购买,料子;,很薄;,-1;,
8772,产品很劣质，包装很简单，寄过来直接压坏。塑料的东西，就不敢包装厚一点吗？说是再送一个剪刘海夹子，也没有见到。本来有的还是坏的。装工具的包里面还有被油漏满了，真垃圾,NULL;包;产品;包装;包装;NULL;,本来坏;漏;劣质;简单;厚;垃圾;,1;-1;-1;1;0;-1;,
8773,没法用，不知道为什么。断电后再开网就没法用了。,NULL;,没法用;,-1;,
8774,之前在专柜买过，感觉非常不一样，失望啊 ，卓越~~~~,NULL;NULL;,卓越;失望;,1;-1;,
8775,很满意.就是安装一拖在拖[追评],NULL;,满意;,1;,
8776,还可以，没用过不很会用。就是一不小心就烫手。,NULL;NULL;,烫手;还可以;,-1;1;,
8777,瓶身包装是老包装，瓶身有污浊不知道是多久的库存货还是废物再利用的瓶子，最关键的生产编号HNBF不管是在CeraVe官网还是用第三方软件都查不到，让人有足够理由怀疑亚马逊在坑人,NULL;亚马逊;,足够;坑人;,1;-1;,
8778,挺好的，家里人用着说也非常棒，下次还会光顾,NULL;用着;,挺好;棒;,1;1;,
8779,[追评]客服很认真。行。,客服;NULL;,认真;行;,1;1;,
8780,给奶奶买的，送货挺及时，安装师傅服务态度好，看时间久了 质量如何了,服务态度;送货;时间;,好;及时;久;,1;1;0;,
8781,一般一般而已,NULL;,一般;,0;,
8782,还行，外观挺好看，如果音量再大点就非常棒,音量;NULL;外观;,棒;还行;挺好;,1;1;1;,
8783,就是这次的包装怎么和上次的不一样，接线处的线缆太细了，还没有使用，不知道寿命如何，希望耐用吧。。,NULL;,耐用;,1;,
8784,很满意，是正品，试用一下有劲，快递很好送货到门口。[追评],NULL;快递;NULL;,正品;很好;满意;,1;1;1;,
8785,"昨天买的今天送来的,收到时吓一跳,跟网上的照片完全不一样,如果是OLAY换了包装麻烦更新一下,不要误导人.另外,包装也不是完全密封,没有用塑料膜包装起来.感觉就有点不是很敢用,气味有点像香水的味道.记得以前用其他系列时都没什么味道的.这是第一次在网上买,之前不敢买就怕假,但是觉的AMAZON的东西应该不会假就买了,但结果还是有些失望.有正品保证的吗??",结果;NULL;NULL;东西;感觉;NULL;包装;,失望;正品;不敢假;不会假;不是敢用;保证;麻烦;,-1;1;1;1;-1;1;-1;,
8786,图有误导，买回去发现是单面塑料壳,图;,有误;,-1;,
8787,给妈妈买的，应该还不错哦,NULL;,不错;,1;,
8788,电视满分  安装服务满分,电视;安装服务;,满分;满分;,1;1;,
8789,书包挺高大上的，红谷的抱抱真心不错,NULL;书包;,不错;挺高;,1;1;,
8790,刚参加完活动就降价了，不诚信,NULL;,不诚信;,-1;,
8791,给亲戚买的 不错,NULL;,不错;,1;,
8792,套不错，但是不兼容钢化膜，两个一起用就会把膜顶起来，产生气泡,NULL;钢化膜;,不错;不兼容;,1;-1;,
8793,挺好的，试了试效果不错也挺安静！,效果;NULL;NULL;,不错;安静;挺好;,1;1;1;,
8794,已经安装上好了，画面很清晰，声音也够清，满意好评。,NULL;NULL;安装;画面;,满意;好评;上好;清晰;,1;1;1;1;,
8795,用了几天才来评分的，原装正品,原装;,正品;,1;,
8796,用过了，挺喜欢的，不是特别油腻，涂抹也容易。,涂抹;NULL;NULL;,容易;喜欢;不是油腻;,1;1;1;,
8797,老人还是很满意的,NULL;,满意;,1;,
8798,退回去了！都5天了，商家还没有给回复，真是买者欢喜，退货恼。无良商家,商家;NULL;,无良;欢喜;,-1;1;,
8799,买回来门上的盒子就碎了，售后服务一个星期多还没来，我直接晕倒～,盒子;,碎;,-1;,
8800,物流快，质量有点问题。,物流;,快;,1;,
8801,"质量非常好,和介绍的一致。包装也很严实。发货也很及时快，物美价廉，值得购买.总之这次购物很愉快",NULL;购买;购物;NULL;发货;质量;介绍;,物美价廉;值得;愉快;快;及时;好;一致;,1;1;1;1;1;1;1;,
8802,老牌子了，应该挺好的。收到货就打开包装看了挺精致的。好不好用还得用了才知道，用段时间了再来评论,NULL;包装;NULL;NULL;,不好用;精致;挺好;好;,-1;1;1;1;,
8803,小小的很可爱，煮起来快捷方便,NULL;NULL;NULL;NULL;,快捷;可爱;小小的;方便;,1;1;-1;1;,
8804,很满意，好好用，买了好几个了，也推荐给身边的朋友们了。,NULL;NULL;NULL;NULL;,推荐;满意;好;好用;,1;1;1;1;,
8805,售后服务很差，用完后水质更加混了，连鱼都看不到了。,NULL;售后服务;,看不到;很差;,-1;-1;,
8806,老牌子值得信赖，物美价廉。,NULL;NULL;老牌子;,物美价廉;信赖;值得;,1;1;1;,
8807,6天才送到，发货超慢，收到后沐浴露漏出来那么多，,发货;,超慢;,-1;,
8808,试运行了一下，噪音很小，很好,NULL;噪音;,很好;很小;,1;1;,
8809,真心不好吃，感觉很没料，工艺也不考究，像几块钱的东西，拆了又不能退,NULL;工艺;,不好吃;不考究;,-1;-1;,
8810,不好都放不去来,NULL;,不不好;,1;,
8811,味道太香了，用起来还好,用起来;味道;,还好;太香;,1;1;,
8812,试用了来评价～专门买来给小宝冻奶的～很快能冷冻，速度更快～声音的话还可以，总之这个价格很不错～[追评],速度;声音;冷冻;价格;,更快;还可以;很快;不错;,1;1;1;1;,
8813,很大一包，评价都说好用 买来看看是不是真好用 毕竟价格很实惠,NULL;评价;价格;NULL;,很大;好用;实惠;好用;,1;1;1;1;,
8814,申通快递员，服务太差了，灯打开后聚光太差了,服务;聚光;,太差;太差;,-1;-1;,
